276	這台電腦原本設計來提升我們的生活，結果卻搞到我們萬劫不復。」
277	「我們犯了個錯，把它跟氙星上最重要的民生系統綁在一起，包括氣候控制和防禦系統。
278	當時看起來是個不錯的主意，而且順利運作了大約三年。」
279	「大概就在那時候，一次深空打撈作業，撈到一個裝在薄紙箱裡、看起來像是老舊資料儲存裝置的東西，箱子上印著「Leisure Suit Larry」幾個字。
280	箱子背面印著一個不太正經的男人照片，不過那是另一個故事了。」
281	「我的同僚們做出了丟臉的行為，把箱子撕開想看裡面裝什麼。我實在搞不懂這東西怎麼會引起這麼大的騷動。那些資料後來被上傳到超級電腦裡分析。
282	結果，一種會癱瘓系統的病毒就像性病一樣在機器裡擴散開來。電腦的控制權就這樣全部失守了。」
283	「所有螢幕瞬間一片空白，接著螢幕上顯示出這幾個字，語音輸出也跟著唸出來——「威爾科必須付出代價！」
284	啊！一個按鈕。看來可以按按看。
285	你來到了下水道維護辦公室。看樣子這裡早就荒廢很久了。你身為清潔工的本能一直催你動手掃一掃、擦擦灰塵，但你硬是壓下這股衝動，專心辦正事。
286	這裡的味道沒你想像中那麼糟。
287	就是張普通的老式桌墊吸墨紙而已。
288	這個奇怪的小基座跟牆壁之間拉著幾條電線。
289	你在這裡對它做什麼都沒用。
290	這張辦公桌完全稱不上什麼高級主管等級。
291	這條粗電線一路埋進牆裡不見蹤影。
292	它們紋風不動，鬆不開。
293	你注意到頭頂那個搆不到的柵欄，在牆上投下了影子。
294	各式各樣的管線，有的裝冷卻液、有的不知道裝什麼，就這樣穿進穿出、繞著整個房間跑。
295	它們固定得很牢。
296	尼爾的歐洲假期
297	工作人員名單：多謝 David 和 Russ 開車載我去舊金山、多謝老爸老媽出飛機票錢、多謝 Patrick 和他家人讓我借住、特別感謝荷蘭那些咖啡店、瑞士幫，還有歐洲的女孩們。
298	在地原住民：Ceci、Gina、Laura、Melissa、Durwood、Shock-Lee、Dave、Ken、「那個新來的」Ron，還有……管他的……Amy。動物馴獸師：Chanin
